Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Mycobacterium,592,"[36, 60, 84, 85, 944, 1012, 1040, 1051, 1073, 1076, 1458, 1823, 2014, 2027, 2252, 2874, 2880, 2928, 2962, 2986, 3034, 3086, 3115, 3302, 3354, 3387, 3502, 3523, 3610, 3705, 3913, 3960, 4209, 4287, 4295, 4471, 4492, 4505, 4571, 4682, 4760, 4921, 5119, 5189, 5368, 5422, 5615, 5767, 5948, 6086, 6263, 6403, 6596, 6648, 6730, 6937, 7065, 7098, 7340, 7635, 7746, 7757, 8293, 8309, 8688, 8698, 8997, 9194, 9353, 9735, 10008, 10372, 10563, 10597, 10776, 10918, 11070, 11246, 11412, 11425, 11744, 12007, 12196, 12321, 12366, 12477, 12934, 13237, 13246, 13288, 13365, 13424, 13456, 13480, 13508, 13650, 14057, 14118, 14195, 14231, 14414, 14598, 14639, 14700, 14706, 14743, 14905, 15041, 15260, 15312, 15348, 15370, 15435, 15494, 15498, 15780, 15848, 16059, 16135, 16269, 16442, 16586, 16862, 16912, 16980, 17079, 17314, 17458, 17680, 17773, 17800, 17891, 18164, 18360, 18414, 18773, 18813, 18866, 18948, 19037, 19291, 19587, 19658, 19727, 19770, 19808, 19934, 20067, 20318, 20459, 20499, 20535, 20743, 20788, 21184, 21304, 21319, 21332, 21341, 21347, 21481, 21707, 21751, 21763, 21830, 21923, 21958, 22090, 22187, 22376, 22397, 22476, 22868, 23068, 23127, 23302, 23311, 23323, 23386, 23406, 23422, 23510, 23523, 23536, 23763, 23843, 24011, 24084, 24120, 24199, 24291, 24459, 24553, 24622, 24676, 24785, 24821, 24951, 25004, 25217, 25395, 25546, 25740, 25812, 25862, 25884, 25923, 26006, 26024, 26041, 26166, 26316, 26320, 26427, 26468, 26498, 26501, 26576, 26605, 26744, 26750, 26848, 26904, 26928, 26947, 26990, 27029, 27063, 27112, 27141, 27285, 27295, 27322, 27495, 27564, 27567, 27594, 27623, 27799, 28027, 28121, 28272, 28307, 28360, 28369, 28412, 28601, 28737, 28809, 28869, 28889, 29009, 29112, 29297, 29324, 29336, 29355, 29420, 29547, 29598, 29785, 29836, 29841, 29928, 30100, 30161, 30276, 30327, 30356, 30492, 30496, 30505, 30563, 30591, 30678, 30714, 30728, 30743, 30875, 30923, 30955, 30956, 31001, 31012, 31047, 31173, 31193, 31208, 31232, 31265, 31327, 31395, 31474, 31500, 31523, 31574, 31592, 31682, 31831, 31894, 31928, 32070, 32080, 32093, 32269, 32373, 32391, 32435, 32520, 32570, 32637, 32694, 32699, 32737, 32828, 32840, 32847, 33032, 33038, 33046, 33047, 33154, 33248, 33275, 33306, 33322, 33432, 33478, 33501, 33513, 33519, 33604, 33749, 33763, 33822, 33880, 34040, 34209, 34307, 34331, 34386, 34533, 34590, 34596, 34598, 34763, 34765, 34774, 34787, 35001, 35117, 35134, 35207, 35240, 35304, 35372, 35498, 35507, 35565, 35567, 35576, 35611, 35622, 35649, 35654, 35726, 35850, 35855, 35867, 36043, 36095, 36110, 36189, 36204, 36212, 36246, 36248, 36331, 36441, 36477, 36520, 36568, 36576, 36605, 36728, 36766, 36789, 36823, 36865, 36986, 37011, 37016, 37026, 37041, 37057, 37099, 37102, 37149, 37171, 37229, 37253, 37286, 37292, 37394, 37522, 37557, 37592, 37760, 37862, 37966, 37967, 38024, 38035, 38048, 38051, 38214, 38268, 38286, 38308, 38406, 38418, 38475, 38505, 38527, 38565, 38579, 38636, 38706, 38709, 38757, 38799, 38825, 38919, 38947, 38968, 38982, 39028, 39106, 39172, 39230, 39308, 39324, 39370, 39400, 39446, 39512, 39590, 39733, 39756, 39759, 39769, 39872, 39873, 39913, 39939, 39952, 40056, 40061, 40113, 40116, 40171, 40203, 40223, 40276, 40413, 40435, 40509, 40514, 40515, 40517, 40564, 40575, 40586, 40635, 40642, 40651, 40731, 40820, 40821, 40841, 40896, 41013, 41023, 41057, 41079, 41101, 41182, 41310, 41342, 41388, 41463, 41502, 41560, 41586, 41661, 41702, 41768, 41771, 41791, 41809, 41812, 41845, 41867, 41875, 42001, 42071, 42158, 42159, 42189, 42238, 42240, 42307, 42353, 42354, 42372, 42396, 42413, 42465, 42468, 42519, 42542, 42625, 42631, 42666, 42685, 42718, 42823, 42836, 42858, 42899, 43013, 43059, 43078, 43225, 43232, 43255, 43320, 43321, 43347, 43355, 43422, 43432, 43500, 43569, 43637, 43711, 43716, 43721, 43741, 43828, 43910, 43922, 43960, 43977, 44032, 44040, 44099, 44116, 44118, 44126, 44324, 44514, 44581, 44610, 44767, 44911, 45032, 45272, 45316, 45342, 45539, 45626, 45674, 45713, 45832, 45866, 45887, 45892, 46015, 46034, 46096, 46245, 46250, 46426, 46477, 46517, 46542, 46549, 46587, 46601, 46607, 47120]","[1, 1, 1, 1, 1, 2992, 5, 1, 14, 2, 5, 71, 9, 1, 2, 1, 1, 1, 2, 6, 2, 10, 1, 5, 6, 3, 3, 1, 120, 1, 2, 1, 2, 1, 5, 3573, 1, 5, 42, 176, 8, 1, 1, 205, 1, 6, 3, 26, 321, 1, 1, 18, 4, 1, 1, 1, 1, 5906, 1, 23, 2, 4, 3, 1, 12, 1, 1, 66, 2, 1, 24, 2, 2, 1, 2, 7, 1, 1, 2, 1, 1, 438, 3, 1, 42, 2, 11, 4, 2, 9, 2, 2, 1, 3, 1, 1, 1, 7, 17, 4, 1, 2, 4, 5, 1, 14, 3, 7, 9, 2, 1, 1, 1, 1, 1, 1, 1, 179, 2, 31, 1165, 16, 3, 4, 36, 7, 4, 16, 33, 8, 1, 6, 1, 1, 1, 5, 1, 1, 5, 3, 2, 6, 2, 264, 4, 1, 17, 1, 1, 2, 8, 3, 1, 5, 2, 33, 62, 1, 2, 3, 3, 30, 9, 4, 1, 1, 2, 6, 34, 1, 2, 1, 1, 2, 4, 1, 4, 1, 1, 15, 8, 81, 1, 1, 1, 42, 22, 3, 1, 6, 7, 1, 1270, 1, 1, 51, 1, 1, 38, 1, 8, 707, 1, 3, 1, 1, 4, 16, 46, 5, 1, 2, 1, 246, 14, 3, 150, 2, 3, 2, 2, 1, 2, 3, 4, 2, 1, 2, 1, 275, 15, 1, 1, 8, 1, 2, 21, 4, 4, 6, 1, 2, 1, 31, 3, 3, 3, 8, 14, 1, 3, 7, 12, 1, 3, 3, 5789, 1, 172, 1, 5, 1, 20, 41, 2, 5, 5513, 1, 6, 3, 11, 3, 5, 10, 6, 223, 362, 5, 1, 2, 1, 1, 46, 5, 1, 3, 6584, 2, 1, 20, 1, 424, 1, 15, 53, 4, 1, 2, 3, 3, 13, 20, 9, 37, 30, 1, 181, 6576, 9, 15, 4, 28, 4, 2, 18, 2, 345, 37, 4, 11, 1, 33, 4, 1, 2, 6, 2, 13, 2, 3, 10, 1, 12, 2, 278, 12, 1, 1, 14, 627, 10, 13, 167, 1, 1, 2, 3, 3, 2, 26, 25, 1, 2, 1107, 3, 2, 16, 19, 1, 4, 3, 2, 36, 1, 7, 3, 94, 2, 6, 2, 2, 2, 28, 4, 9, 77, 2, 1, 59, 2, 15, 12, 14, 19, 2, 9, 2, 20, 1, 2, 1, 2, 1, 46, 43, 1, 5, 112, 1, 1, 3, 136, 4, 4, 3, 5, 2, 3, 2, 14, 1, 5, 2, 15, 2, 26, 1, 2, 8, 1, 1, 30, 9, 1, 178, 1, 1, 102, 2, 2, 5, 3, 11, 1, 5, 19, 29, 1, 116, 123, 1, 10, 1, 33, 1, 55, 1, 6, 729, 3417, 778, 160, 10, 4, 1, 1, 3, 11, 383, 1, 4, 1, 10, 5, 3, 3, 5996, 4, 8, 4, 6265, 871, 3, 5, 2, 1, 2, 11, 1, 1, 1, 17, 6704, 2, 2, 11, 3, 60, 1, 47, 378, 577, 22, 4, 1, 1, 6, 5, 53, 2, 1, 9, 1, 2, 6398, 2, 1, 25, 2, 6, 2, 147, 32, 394, 33, 37, 34, 12, 231, 1, 45, 7, 6339, 1, 1, 3, 1, 15, 22, 2, 2, 2, 1, 3, 1, 22, 1, 1, 6478, 1, 4, 1, 20, 2, 14, 1, 1, 3, 171, 216, 6, 4, 4, 9, 20, 6, 2, 4, 5, 35, 1, 1, 2, 1, 1, 1, 3, 9, 10, 2, 16, 10, 1, 6486, 17, 99, 54, 1, 4, 16, 1, 1, 1, 41, 1, 7, 1, 3, 24, 2, 2, 1]"
Pseudomonas,179,"[36, 56, 182, 212, 292, 301, 347, 366, 415, 426, 599, 850, 1002, 1012, 1160, 1173, 1209, 1231, 1357, 1662, 1705, 1717, 1730, 1823, 2014, 2187, 2197, 2252, 2392, 2845, 2880, 2906, 3034, 3175, 3354, 3563, 3597, 3610, 3850, 4082, 4106, 4200, 4772, 4858, 5082, 5182, 5194, 5214, 5851, 5906, 6479, 6489, 6730, 7564, 7635, 7746, 7877, 8289, 8663, 8687, 8730, 9069, 9194, 10008, 10241, 10480, 10521, 10711, 10834, 11210, 11246, 12007, 12228, 12345, 12347, 12368, 12525, 13000, 13404, 13655, 14093, 14373, 14414, 14431, 14695, 15260, 15435, 15794, 15990, 16138, 16472, 16524, 16865, 16912, 17585, 17890, 17925, 18001, 18025, 18594, 18773, 20231, 20253, 20269, 20473, 20509, 20795, 21184, 21325, 21734, 22476, 22816, 23102, 23181, 23510, 23809, 23938, 24186, 24483, 25138, 25613, 26390, 26459, 26990, 27046, 27750, 28025, 28508, 28526, 28759, 28891, 29123, 29252, 29253, 29336, 30492, 30804, 30884, 30992, 31426, 31536, 32080, 32145, 32847, 33162, 33749, 33767, 33780, 33815, 33940, 34001, 34214, 34331, 34848, 35249, 35460, 35461, 35611, 35757, 35983, 36149, 36928, 37719, 37927, 38811, 38826, 39151, 39480, 39528, 39771, 39955, 40113, 40575, 40576, 41586, 42599, 42678, 42889, 44574]","[200, 1, 202, 3, 53, 29, 3043, 14, 3, 6, 1, 371, 1, 8, 508, 2, 3532, 2, 8, 2, 10, 1, 1, 52, 47, 3370, 2, 278, 17, 2, 51, 2, 35, 65, 54, 14, 2, 1047, 7, 1, 1, 231, 2, 4, 1, 37, 4733, 4162, 1, 1, 8, 1, 7, 49, 8, 16, 2, 2, 7, 1, 7, 1, 7, 61, 1, 4501, 1, 1, 10, 2, 35, 2549, 1, 5, 2, 1, 1, 15, 2, 4780, 11, 552, 126, 4762, 1236, 1, 66, 4265, 185, 1, 1158, 1, 980, 45, 3, 523, 6, 135, 13, 1, 2, 1, 63, 1, 16, 1, 6, 105, 1, 23, 180, 1, 24, 4328, 1, 3, 4564, 7, 3684, 147, 18, 2, 8, 18, 1, 4620, 1, 3, 1217, 1, 1, 19, 5, 8, 6, 1, 200, 57, 1, 1, 1, 2, 2, 5, 2, 1, 1, 1027, 50, 2, 15, 1, 6, 2, 11, 4504, 8, 1, 1, 1, 1, 44, 5, 23, 1, 7, 7, 1, 176, 9, 1, 24, 3, 1094, 1, 1, 71, 7, 25]"
Staphylococcus,232,"[0, 3, 7, 11, 18, 24, 25, 38, 46, 84, 90, 121, 505, 512, 709, 710, 719, 725, 736, 741, 802, 895, 983, 984, 985, 990, 1020, 1040, 1055, 1075, 1089, 1123, 1172, 1217, 1321, 1404, 1410, 1613, 1668, 1745, 1768, 1802, 1823, 1826, 1966, 1974, 2127, 2149, 2177, 2269, 2278, 2297, 2430, 2487, 2718, 2886, 2891, 2906, 2929, 2958, 2993, 2994, 3031, 3057, 3076, 3119, 3278, 3383, 3526, 3562, 3610, 3663, 3911, 4096, 4143, 4220, 4244, 4390, 4424, 4438, 4589, 4631, 4699, 4779, 4895, 4931, 5135, 5170, 5182, 5255, 5303, 5428, 5559, 5634, 5661, 5811, 5871, 6147, 6245, 6319, 6567, 6739, 6847, 6888, 7107, 7261, 7326, 7521, 7877, 8080, 8174, 8469, 8709, 8738, 8818, 8898, 8968, 9097, 9309, 9316, 9557, 9563, 10597, 10679, 10749, 10890, 11383, 11449, 11689, 11857, 11882, 12074, 12333, 12922, 13341, 14343, 14451, 14555, 15105, 15106, 15111, 15214, 15581, 15851, 15891, 15933, 16059, 16120, 16162, 16558, 16660, 16889, 16931, 17424, 17480, 17663, 18025, 18568, 18651, 18717, 19554, 19631, 19718, 19808, 19887, 20257, 20522, 20563, 21494, 21544, 22046, 22090, 22514, 22556, 22564, 23778, 24110, 24283, 24425, 24612, 24635, 24967, 25334, 25551, 25858, 25946, 26565, 26944, 27552, 27556, 27662, 27712, 27826, 28074, 28084, 28237, 28290, 29107, 29168, 29233, 30222, 30354, 30362, 30420, 30456, 31220, 31441, 31800, 32104, 32292, 32471, 32847, 33004, 34144, 34335, 34809, 34866, 35421, 35710, 36071, 36527, 38874, 38881, 39175, 39240, 40005, 40056, 40421, 40916, 42083, 42972, 43071]","[1, 18, 9, 1, 1, 1, 10, 3850, 3, 2, 10, 3, 30, 2747, 1, 177, 3, 10, 58, 6, 1, 4, 1, 4, 9, 1, 2, 32, 10863, 1, 24, 1, 2, 2, 4, 1, 152, 2, 103, 6, 19, 4, 7, 15, 3, 2, 1, 1, 2, 7, 6, 2, 2, 2, 1, 4, 10, 30, 69, 5, 3, 24, 47, 1, 5, 1, 7, 1, 836, 124, 100, 13, 1, 7, 1, 1, 9261, 18, 1, 1, 1, 1, 21, 3, 5, 18, 1, 32, 2536, 2, 3, 9, 9217, 1, 247, 4, 1, 10, 21, 7, 1, 2808, 4, 2, 5, 1, 63, 227, 1, 1, 24, 37, 27, 476, 1, 25, 35, 113, 6, 16, 1, 2, 1, 2, 2, 1, 16, 72, 7, 186, 4, 1, 1, 1, 14, 1, 1, 2, 32, 1, 17, 98, 44, 11, 4, 65, 10, 6, 3, 98, 1, 1, 7, 4, 9, 1, 12, 1, 1, 6, 348, 53, 1, 3, 65, 3, 32, 1, 3, 3, 5, 3, 24, 58, 17, 4, 31, 133, 8803, 17, 1, 1434, 2423, 1018, 71, 6, 1, 1, 1, 173, 8, 60, 1, 18, 14, 97, 18, 1, 35, 224, 9, 2, 1, 100, 23, 3, 86, 5, 83, 4, 10500, 2, 4, 856, 1, 19, 775, 22, 23, 24, 1, 37, 2, 222, 66, 119, 1, 64, 4, 2, 1, 7]"
Streptococcus,538,"[0, 4, 7, 8, 9, 10, 11, 12, 13, 17, 31, 45, 50, 52, 61, 72, 73, 74, 75, 90, 92, 94, 95, 97, 103, 107, 113, 133, 141, 154, 174, 208, 216, 225, 231, 232, 254, 264, 273, 298, 316, 397, 450, 467, 481, 494, 497, 505, 532, 569, 628, 655, 710, 712, 714, 716, 718, 726, 733, 745, 763, 775, 777, 778, 789, 790, 793, 796, 797, 799, 800, 808, 813, 814, 817, 819, 820, 824, 825, 831, 833, 859, 865, 879, 934, 935, 949, 953, 985, 990, 997, 1018, 1020, 1029, 1040, 1047, 1051, 1071, 1087, 1104, 1105, 1159, 1172, 1178, 1235, 1239, 1240, 1258, 1282, 1313, 1332, 1374, 1400, 1427, 1432, 1461, 1516, 1548, 1580, 1668, 1677, 1691, 1720, 1802, 1811, 1814, 1823, 1895, 1925, 1933, 1950, 1958, 1988, 2014, 2019, 2085, 2127, 2145, 2149, 2165, 2252, 2271, 2278, 2296, 2297, 2356, 2383, 2407, 2431, 2487, 2504, 2607, 2618, 2696, 2778, 2810, 2880, 2886, 2891, 2916, 2925, 2931, 2958, 2974, 3033, 3039, 3051, 3120, 3161, 3279, 3428, 3475, 3547, 3563, 3610, 3615, 3635, 3663, 3715, 3867, 3911, 3914, 4089, 4096, 4099, 4220, 4329, 4333, 4362, 4383, 4415, 4438, 4476, 4488, 4565, 4568, 4606, 4671, 4675, 4719, 4732, 4741, 4817, 4855, 4857, 4875, 4887, 4931, 4964, 5084, 5087, 5166, 5220, 5312, 5328, 5401, 5410, 5428, 5493, 5508, 5601, 5634, 5765, 5810, 5811, 5823, 5871, 5882, 5953, 6078, 6082, 6172, 6213, 6243, 6253, 6319, 6344, 6378, 6379, 6594, 6694, 6706, 6774, 6829, 6939, 6959, 6963, 7030, 7114, 7120, 7150, 7152, 7203, 7255, 7326, 7594, 7613, 7644, 7674, 7866, 7897, 7979, 8034, 8055, 8117, 8239, 8278, 8335, 8410, 8428, 8469, 8482, 8495, 8525, 8625, 8638, 8738, 8807, 8818, 8885, 9070, 9092, 9218, 9246, 9309, 9322, 9325, 9381, 9557, 9704, 9722, 9871, 9882, 9957, 9958, 10018, 10139, 10376, 10472, 10493, 10607, 10686, 10817, 10835, 10841, 10886, 10983, 11084, 11101, 11110, 11113, 11151, 11156, 11310, 11716, 11910, 11918, 11982, 11990, 12004, 12006, 12007, 12018, 12048, 12074, 12081, 12108, 12154, 12478, 12487, 12498, 12515, 12638, 12652, 12678, 12723, 12986, 12996, 13031, 13076, 13128, 13294, 13315, 13331, 13337, 13608, 13685, 13826, 13993, 14283, 14301, 14578, 14623, 14656, 14789, 15000, 15116, 15139, 15169, 15199, 15214, 15253, 15265, 15282, 15304, 15563, 15724, 15735, 15762, 15809, 15817, 15939, 15951, 16101, 16116, 16124, 16125, 16178, 16220, 16291, 16330, 16419, 16501, 16674, 16902, 17099, 17130, 17249, 17363, 17493, 18025, 18030, 18089, 18189, 18299, 18331, 18562, 19297, 19666, 19808, 19848, 19875, 19881, 20007, 20110, 20175, 20247, 20422, 20563, 20835, 20885, 20902, 20953, 21065, 21067, 21075, 21151, 21367, 21499, 21664, 21835, 21853, 21933, 21985, 22073, 22091, 22251, 22346, 22445, 22508, 22634, 22940, 23180, 23281, 23290, 23393, 23394, 23628, 23802, 23804, 23961, 24284, 24383, 24560, 24562, 24582, 24942, 24982, 25000, 25103, 25226, 25233, 25259, 25420, 25638, 25864, 25881, 25977, 26280, 26352, 26379, 26536, 26631, 26657, 26682, 26707, 26868, 26944, 27088, 27183, 27222, 27552, 27769, 27785, 27881, 28029, 28074, 28445, 28591, 29002, 29107, 29494, 29926, 29932, 30229, 30259, 30379, 30492, 30615, 30747, 31347, 31687, 31752, 32078, 32206, 32234, 32401, 32408, 33142, 33396, 34334, 34684, 35115, 35553, 35927, 36214, 36381, 36406, 36622, 36687, 37151, 37365, 38024, 38638, 39161, 39231, 40018, 40088, 40223, 40274, 40540, 40644, 40667, 40743, 40905, 40916, 41010, 41900, 42298, 42639, 42684, 42889, 43259, 43498, 43875, 44482, 45137, 46239]","[399, 1250, 528, 83, 79, 152, 1, 1, 10, 2, 8154, 13, 2, 57, 3, 1, 23, 16, 12, 475, 6189, 137, 2, 878, 1294, 1, 5, 9, 11, 6, 1, 2, 6, 12, 2, 1, 3, 2, 40, 1, 58, 2, 23, 3, 5, 36, 200, 297, 1, 1, 143, 41, 861, 1509, 3992, 112, 23, 39, 27, 16, 1, 36, 10, 7, 125, 3993, 3072, 20, 10, 1, 19, 1, 705, 51, 28, 2, 17, 54, 102, 1, 16, 22, 98, 1, 56, 1, 2, 1, 532, 1, 1, 43, 15, 89, 650, 36, 4, 5, 26, 449, 31, 2, 225, 32, 22, 196, 11, 2, 2, 1, 4, 15, 1, 4, 2, 1, 1, 21, 1, 79, 187, 26, 16, 11, 48, 2, 1, 7, 110, 4, 1, 1069, 4, 1, 1, 1, 6, 1, 3, 38, 4, 1, 3, 126, 1, 11, 1, 9, 2, 7, 1, 18, 10, 197, 1, 1, 1, 2, 6, 333, 20, 16, 65, 1, 14, 6, 2, 106, 18, 4906, 2, 14, 1, 2, 9, 22, 1, 1, 25, 3, 2, 7, 38, 1, 80, 3, 1040, 54, 2, 21, 5, 1, 2, 3, 1, 3, 1, 6, 110, 1, 3, 1, 4, 17, 327, 18, 9, 74, 1, 39, 1, 3, 1821, 4, 3, 2453, 23, 88, 1, 47, 7, 16, 1, 1, 5, 53, 1, 1, 27, 51, 12, 2, 1, 1, 1, 256, 5, 866, 1, 1, 17, 22, 4, 7, 1, 5, 4, 6, 649, 8, 19, 6, 14, 11, 4, 22, 3, 5, 5, 4, 21, 233, 33, 1, 1, 2, 1, 2, 32, 1, 9, 1, 1, 2, 1, 1, 19, 2, 24, 220, 254, 1, 7, 1, 6, 5, 4, 2, 18, 3, 5, 106, 7, 83, 12, 1, 8, 2, 1, 4314, 2, 1, 14, 2, 2, 1, 1, 11, 4, 610, 7, 1, 4, 3, 1, 1, 1, 1, 101, 3, 2, 1, 1, 1, 1, 1, 105, 11, 6, 9, 8, 9, 1, 10, 1, 1, 953, 53, 1, 3, 3456, 1, 2, 1, 1, 25, 1, 36, 1, 13, 104, 170, 1, 30, 7, 1, 1, 15, 2, 2027, 328, 3, 4, 2, 41, 1, 5, 8, 4, 217, 5, 1, 1, 1336, 7, 1, 8, 17, 1, 4, 20, 3, 1, 24, 23, 5, 7, 1, 6, 2, 12, 1, 1, 1, 4, 1, 1, 22, 1, 9, 4, 6, 6, 1, 4, 2, 124, 1, 52, 3, 5, 3, 1, 1, 5, 4, 53, 5, 94, 37, 1, 3, 1, 1, 3, 5, 1, 41, 1, 3, 1, 5, 2, 16, 4, 2, 2, 1, 2, 4, 1, 9, 2, 2, 16, 130, 8, 2, 3, 19, 32, 2, 1, 1, 16, 2, 116, 3, 4, 1, 1, 460, 14, 1, 1, 2, 1, 1, 1, 2, 17, 1, 242, 1, 1, 162, 1, 1, 3, 5, 281, 1, 1, 9, 4, 6, 2, 4, 1, 2, 8, 1, 23, 1, 108, 3, 23, 1, 2, 2, 1, 2, 1, 1, 36, 2, 1, 5, 12, 1, 1, 9, 1, 1294, 1, 10, 29, 5, 4, 14, 1, 5, 1, 1, 1, 22, 34, 3, 1, 77, 4, 9, 12, 6, 23, 8, 19, 7]"
Escherichia,127,"[24, 33, 34, 36, 46, 48, 50, 60, 64, 66, 268, 283, 385, 542, 658, 661, 710, 942, 979, 982, 983, 992, 997, 1012, 1015, 1123, 1297, 1372, 1381, 1396, 1567, 1660, 1748, 1802, 1823, 2139, 2252, 2297, 2558, 3563, 3610, 3623, 3971, 4096, 4523, 4539, 4888, 4928, 5615, 6586, 7025, 7438, 7635, 7721, 7890, 8895, 10003, 10008, 10018, 10713, 12007, 12761, 13018, 13420, 13767, 15402, 15563, 17249, 17585, 19554, 20438, 21050, 23134, 23475, 23510, 23764, 24012, 26703, 27103, 27819, 28793, 28990, 29791, 29848, 29908, 30229, 30439, 30492, 31732, 32080, 32183, 32612, 32795, 34046, 34369, 34471, 34586, 35550, 35669, 35991, 36085, 36324, 36622, 37556, 37612, 38111, 39140, 39161, 39561, 39568, 39896, 39937, 40056, 40065, 40223, 40370, 40698, 40982, 41041, 41291, 41590, 41704, 42730, 42856, 42972, 43830, 46289]","[91, 1207, 1581, 4, 1371, 1, 1, 1, 38, 1, 1, 371, 16, 28, 1906, 19, 1, 3, 1, 1, 1, 396, 3, 129, 1, 1, 1, 2, 105, 1, 1, 2, 2, 492, 17, 6078, 77, 2, 1, 31, 4, 14, 17, 190, 1, 1, 2, 1, 5, 1, 18303, 1, 35, 1, 1, 25, 4, 866, 2, 1, 1, 2, 4, 15, 84, 531, 1, 173, 2, 1, 4, 1, 1, 1, 8, 2, 1, 2153, 23, 2, 40, 22, 3, 2, 7, 53, 59, 440, 1364, 1, 4180, 1, 1, 1, 11521, 1, 47, 20, 2, 1, 1, 1, 1, 1, 2, 4, 19, 1, 54, 3818, 6856, 5, 28, 9, 5, 9, 1, 5, 14, 31, 23, 1441, 171, 225, 8, 988, 2]"
