Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Mycobacterium,321,"[2, 10, 55, 80, 98, 102, 120, 121, 337, 349, 393, 646, 655, 728, 868, 1021, 1089, 1128, 1188, 1228, 1235, 1350, 1356, 1395, 1503, 1513, 1615, 1831, 1837, 1884, 1951, 1953, 2034, 2081, 2130, 2210, 2271, 2333, 2474, 2585, 2648, 2657, 2710, 2830, 2876, 2969, 3038, 3201, 3279, 3295, 3326, 3356, 3486, 3589, 3645, 3703, 3714, 3726, 3759, 3773, 3774, 4013, 4110, 4158, 4164, 4248, 4285, 4806, 4889, 4970, 4985, 5140, 5149, 5230, 5510, 5551, 5567, 5602, 5845, 6007, 6092, 6129, 6182, 6197, 6198, 6202, 6262, 6312, 6437, 6511, 6526, 6550, 6599, 6677, 6798, 6861, 6956, 7100, 7330, 7449, 7493, 7604, 7790, 7819, 7842, 7876, 8031, 8036, 8074, 8123, 8359, 8465, 8506, 8553, 8653, 9238, 9265, 9304, 9390, 9409, 9463, 9700, 9710, 9843, 9917, 9954, 10017, 10057, 10142, 10450, 10453, 10557, 10716, 10777, 10787, 10853, 10859, 10866, 11040, 11137, 11181, 11217, 11272, 11274, 11279, 11385, 11467, 11527, 11567, 11578, 11584, 11759, 11811, 11912, 12127, 12131, 12339, 12341, 12444, 12458, 12471, 12571, 12636, 12674, 12706, 12707, 12728, 12750, 12765, 12801, 12808, 12915, 12978, 13019, 13032, 13046, 13059, 13115, 13116, 13415, 13436, 13508, 13618, 13809, 13920, 13983, 13992, 14062, 14154, 14278, 14399, 14472, 14598, 14606, 14620, 14738, 14776, 14924, 15021, 15194, 15384, 15468, 15483, 15619, 15635, 15648, 15694, 15702, 15734, 15823, 15844, 15926, 15933, 15977, 16000, 16045, 16054, 16377, 16476, 16508, 16594, 16620, 16678, 16717, 16778, 16803, 16901, 16930, 16944, 16983, 17061, 17072, 17075, 17100, 17171, 17195, 17208, 17216, 17276, 17291, 17323, 17334, 17341, 17347, 17559, 17601, 17709, 18059, 18139, 18183, 18200, 18207, 18395, 18445, 18509, 18695, 18699, 18714, 18801, 18812, 18820, 18850, 18899, 18917, 18955, 18956, 18965, 19179, 19186, 19193, 19217, 19274, 19348, 19359, 19403, 19439, 19482, 19550, 19575, 19674, 19750, 19786, 19820, 19852, 19945, 19954, 19959, 20042, 20090, 20128, 20173, 20489, 20500, 20722, 20732, 20758, 20787, 20818, 21109, 21122, 21187, 21237, 21288, 21326, 21397, 21398, 21412, 21473, 21548, 21567, 21783, 21844, 21878, 21947, 21995, 22020, 22272, 22313, 22356, 22381, 22628]","[1, 1, 3, 15, 5, 1, 4, 24, 26, 1, 3056, 1, 2, 1, 4, 1, 2, 649, 6, 3575, 1, 7, 1, 20, 11, 49, 1, 1, 2, 12, 2, 1, 1, 1, 1, 9, 8, 1, 18, 3, 2, 23, 5894, 3, 66, 2, 1, 7, 1, 1, 2, 1, 11, 1, 1, 7354, 14, 1, 9, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 31, 8, 1, 4, 1, 7, 320, 12, 2, 19, 7, 45, 1, 5596, 195, 6, 224, 1, 24, 1, 3, 4, 1, 1, 32, 4, 16, 6, 7, 1, 5, 7, 292, 23, 6, 15, 1, 9, 1024, 6, 3, 1, 4, 1, 2, 1, 4, 4, 1, 36, 1, 2, 1, 33421, 27, 7, 3, 34, 9, 1, 1, 2, 1, 1, 5, 13, 21, 1, 1, 42, 167, 1, 1, 7, 2, 51, 1469, 1270, 7, 1, 281, 16, 81, 1, 1, 1, 16, 1, 257, 22, 49, 6, 54, 21, 1, 242, 5, 9, 3, 10, 2, 3, 1, 10, 2, 2, 3, 1, 4, 1, 10, 1, 4, 369, 3, 2, 31, 3, 4, 2, 14, 2, 12, 17, 124, 5660, 172, 18, 74, 3, 5, 6, 1, 9216, 1, 33, 2, 1, 46, 8, 6586, 1, 136, 425, 1, 15, 3, 1, 24, 3, 29, 285, 104, 11, 15, 2, 17, 2, 6577, 4, 1, 2, 25, 58, 3, 1, 2, 6, 1, 6, 2, 13, 2, 3, 10, 211, 12, 1, 1, 2, 2, 2, 11, 1, 25, 2, 67, 61, 17, 37, 1, 1, 5, 5, 16, 95, 2, 6, 6297, 4, 9, 77, 1, 59, 12, 1, 39, 1, 1, 9, 1, 2, 43, 43, 112, 84, 139, 4, 46, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 11, 1, 123, 8, 9, 3, 1, 12, 9, 6, 4, 1, 3, 3, 2, 1, 2, 1, 2, 1, 1, 18, 1]"
Pseudomonas,128,"[10, 14, 27, 68, 101, 120, 121, 124, 187, 217, 230, 349, 393, 616, 637, 641, 650, 709, 752, 832, 1025, 1110, 1128, 1217, 1229, 1317, 1350, 1374, 1393, 1395, 1454, 1503, 1505, 1513, 1579, 1591, 1643, 1662, 1770, 1933, 2037, 2336, 2460, 2818, 2876, 2969, 3145, 3201, 3256, 3356, 3589, 3703, 4207, 4676, 4723, 5140, 5326, 5498, 5528, 5602, 6092, 6192, 6312, 6416, 6532, 6550, 6580, 6609, 6791, 7159, 7393, 8302, 8462, 8489, 8732, 9300, 9434, 9710, 9917, 9936, 10389, 10453, 10597, 10772, 10853, 11267, 11500, 11584, 11676, 11737, 11991, 12361, 12400, 12881, 13019, 13073, 13095, 13178, 13863, 13898, 14051, 14507, 14547, 14606, 15194, 15483, 15926, 15953, 16429, 16832, 17483, 17687, 18064, 18357, 18536, 18634, 18892, 18945, 19153, 19693, 20110, 20217, 20458, 20963, 21034, 21333, 21570, 22356]","[3344, 6, 8, 202, 1, 11, 218, 3376, 1, 17, 1, 27, 8, 372, 2, 1, 65, 1, 2, 12, 4597, 4, 8366, 3, 1, 13, 55, 4163, 241, 1, 39, 78, 1209, 432, 1, 1, 4743, 2, 1, 271, 4734, 1, 8, 1, 7, 5, 2, 49, 7, 39, 17, 180, 1, 2, 2, 21, 4780, 11, 1, 1, 4, 1, 94, 25, 454, 1349, 4284, 1, 8, 1, 1, 1, 18, 3361, 2, 230, 4, 2, 1, 1, 4336, 284, 4780, 11, 4, 1, 4504, 18, 1, 1, 4419, 19, 14, 4, 1, 1, 218, 1580, 1615, 17, 5, 1, 8, 19, 25, 1217, 1, 1, 2, 12, 2, 14, 3, 1, 1, 8, 1, 56, 1, 20, 2, 8, 2, 1, 9, 1, 1, 7]"
Staphylococcus,152,"[0, 1, 3, 7, 8, 21, 34, 35, 45, 50, 80, 85, 104, 110, 113, 115, 117, 120, 145, 240, 369, 382, 383, 403, 420, 464, 494, 503, 571, 849, 852, 877, 889, 892, 901, 907, 1032, 1079, 1128, 1197, 1293, 1296, 1309, 1395, 1454, 1513, 1587, 1613, 1662, 1670, 1707, 1733, 1824, 1831, 1836, 1899, 1954, 1969, 2019, 2242, 2625, 2752, 2807, 2830, 2948, 2973, 3038, 3103, 3244, 3538, 3562, 3610, 3703, 3875, 4180, 4203, 4411, 4533, 5062, 5079, 5187, 5191, 5229, 5317, 5431, 5680, 5739, 5754, 5760, 5934, 6032, 6221, 6285, 6312, 6502, 6509, 6842, 6988, 7197, 7449, 7502, 7904, 7957, 7975, 8036, 8270, 8330, 8724, 8896, 9221, 9318, 9424, 9591, 9710, 9904, 10113, 10230, 10236, 10258, 10265, 10384, 11182, 11509, 11588, 11733, 12058, 12920, 13052, 13461, 13933, 14495, 14607, 14759, 14953, 15483, 15962, 16196, 16525, 16648, 17002, 17739, 17782, 17899, 18218, 18258, 18296, 18666, 18807, 18863, 19098, 21772, 22333]","[9, 3, 28, 3824, 3, 11187, 442, 7, 1, 257, 144, 139, 8, 9, 4, 1, 8, 9, 4, 2, 40, 3, 1, 2, 2450, 3, 31, 2, 2, 1, 4, 8, 3305, 10, 69, 125, 108, 9260, 97, 1, 836, 2, 11752, 1, 30, 2, 1, 152, 1, 24, 1, 1, 1, 2, 1, 11, 1, 1, 1, 19, 2, 3, 1, 24, 1052, 32, 1, 24, 227, 152, 1, 5, 7, 2, 24, 1, 1, 1, 11, 2, 1, 2, 3, 16, 1, 1, 2, 6, 5, 133, 17, 4, 1, 70, 8, 65, 98, 3, 186, 4, 16, 1, 3, 6, 115, 1, 1, 85, 1, 10612, 1, 27, 3, 1, 5, 15, 24, 20, 58, 17, 33, 24, 20, 1, 3156, 333, 1, 1, 1, 18, 37, 8, 52, 100, 2, 2, 4, 4, 10500, 4, 1, 857, 1, 19, 770, 88, 19, 5, 23, 24, 64, 7]"
Streptococcus,258,"[0, 5, 6, 10, 11, 16, 17, 18, 19, 24, 29, 32, 34, 35, 36, 38, 39, 40, 41, 43, 44, 48, 51, 52, 54, 57, 64, 67, 69, 71, 74, 75, 76, 77, 78, 79, 80, 83, 87, 88, 89, 91, 96, 102, 104, 110, 113, 117, 119, 120, 130, 148, 149, 166, 169, 171, 172, 193, 277, 280, 287, 350, 355, 369, 376, 382, 383, 392, 423, 464, 474, 494, 495, 503, 513, 665, 738, 787, 871, 887, 889, 916, 949, 1003, 1023, 1110, 1119, 1122, 1128, 1329, 1350, 1374, 1395, 1503, 1513, 1515, 1634, 1662, 1709, 1743, 1744, 1749, 1822, 1836, 1873, 1878, 1899, 1921, 2081, 2105, 2242, 2246, 2307, 2632, 2718, 2755, 2807, 2836, 2893, 3253, 3309, 3310, 3341, 3356, 3479, 3482, 3538, 3562, 3667, 3703, 3866, 3875, 3883, 4040, 4096, 4125, 4149, 4216, 4400, 4432, 4533, 4590, 4640, 4792, 4796, 4810, 4907, 5079, 5149, 5156, 5178, 5225, 5269, 5272, 5313, 5461, 5599, 5604, 5663, 5739, 5754, 5760, 5800, 5846, 5937, 5940, 5958, 6072, 6129, 6221, 6312, 6427, 6436, 6510, 6808, 6974, 7017, 7075, 7129, 7327, 7490, 7529, 7667, 7718, 7755, 7842, 7957, 8004, 8036, 8264, 8512, 8553, 9159, 9277, 9286, 9424, 9721, 9935, 10056, 10236, 10267, 10308, 10511, 10544, 10771, 11021, 11057, 11108, 11805, 11924, 11944, 12053, 12116, 12129, 12340, 12355, 12659, 12679, 12695, 12777, 12862, 12897, 12933, 13007, 13052, 13115, 13168, 13599, 13667, 13937, 13940, 14041, 14146, 15194, 15214, 15483, 15538, 16062, 16160, 16382, 16483, 16602, 17089, 17764, 17898, 18239, 18757, 18776, 19012, 19195, 19306, 19324, 19519, 19820, 20005, 21878, 22356, 22381]","[488, 2, 16375, 1, 1246, 19, 2777, 85, 18, 57, 18, 3, 8229, 70, 159, 125, 2, 59, 1, 12, 32, 1, 1, 6521, 1, 41, 11, 1, 2, 24, 16, 2, 2, 1, 58, 201, 1197, 1, 143, 218, 1, 13, 1, 1, 68, 724, 1328, 9, 6, 6, 4, 79, 2, 1, 1, 89, 2, 1, 27, 3, 1, 4, 1, 1059, 2457, 8, 8, 1, 3, 170, 2, 297, 1, 16, 9, 52, 197, 4, 11, 333, 987, 1, 2, 4, 106, 3, 4907, 1, 12, 24, 3, 1699, 4, 3, 2, 27, 2, 123, 4, 1, 41, 80, 38, 23, 1, 4, 9, 4, 3, 71, 21, 1, 382, 7, 8, 14, 1, 2, 2, 1, 7, 2, 3830, 2, 5, 13, 414, 17, 1, 171, 3465, 3, 1, 5, 1, 1, 51, 1, 867, 6, 50, 2, 15, 22, 9, 8, 9, 9, 1, 2, 25, 41, 1, 170, 21, 1, 1, 15, 2, 11, 956, 1, 30, 322, 1, 5, 234, 2, 9, 7, 34, 786, 2, 109, 1, 4, 25, 3, 7, 6, 2, 17, 1, 6, 2, 1, 1, 1, 4, 10, 4, 5, 128, 1, 4, 3, 3, 11, 1, 12, 5, 1, 1, 1, 2, 3, 88, 1, 3, 6, 1, 1, 31, 165, 2, 116, 1, 1, 35, 475, 1, 2, 20, 1, 9, 1326, 4357, 242, 1, 278, 224, 23, 3, 47, 6, 1, 2, 1, 23, 1, 1, 1, 2, 1, 5, 2, 1, 3, 39, 2, 1, 5, 1, 5, 8, 40, 14, 7]"
Escherichia,81,"[2, 7, 8, 9, 10, 16, 34, 42, 77, 101, 104, 120, 169, 393, 494, 551, 608, 710, 801, 848, 907, 1003, 1110, 1128, 1234, 1350, 1503, 1513, 1706, 1789, 1942, 1947, 1956, 2084, 2973, 3273, 3356, 3589, 3703, 3948, 4183, 5187, 5937, 6125, 6312, 6550, 6566, 6647, 7819, 7957, 8001, 8481, 8503, 8749, 10544, 10853, 11134, 11137, 11656, 11919, 12058, 12738, 13115, 14606, 14965, 15194, 15368, 15545, 16868, 16983, 17987, 18430, 20148, 20200, 21034, 21249, 21306, 21332, 21336, 21878, 22381]","[38, 11, 2954, 1207, 377, 1, 3, 4, 1, 2, 477, 6, 101, 156, 1, 18, 2, 8423, 1, 3, 2, 9, 14, 68, 3, 1, 3, 1441, 18307, 1, 62, 1, 1, 195, 5, 4, 67, 230, 608, 12, 2, 10, 1, 2, 106, 13, 2, 1, 5, 9, 1, 1, 4, 1, 1, 8, 1, 1, 1, 17667, 1, 22, 11, 11, 7, 59, 20, 6, 1, 1, 1, 46, 1, 1505, 3879, 1442, 7566, 74, 8, 638, 4]"
Burkholderia,340,"[1, 2, 7, 10, 14, 27, 37, 50, 59, 73, 80, 81, 98, 101, 120, 121, 126, 187, 192, 337, 349, 393, 474, 497, 503, 538, 596, 603, 616, 641, 644, 650, 676, 701, 709, 728, 759, 793, 832, 836, 868, 931, 1059, 1073, 1089, 1102, 1110, 1118, 1128, 1170, 1184, 1207, 1231, 1235, 1309, 1350, 1360, 1393, 1410, 1437, 1503, 1513, 1602, 1611, 1617, 1662, 1666, 1671, 1692, 1813, 1831, 1837, 1847, 1888, 2023, 2092, 2105, 2118, 2121, 2130, 2231, 2271, 2347, 2357, 2359, 2375, 2407, 2447, 2486, 2510, 2601, 2618, 2752, 2872, 2911, 2989, 2996, 3128, 3201, 3243, 3256, 3295, 3356, 3382, 3398, 3437, 3551, 3589, 3634, 3652, 3703, 3714, 3755, 3759, 3773, 3836, 3867, 3926, 3956, 3971, 4118, 4214, 4217, 4283, 4305, 4420, 4573, 4577, 4578, 4583, 4603, 4750, 4835, 4890, 4893, 5035, 5112, 5149, 5164, 5232, 5339, 5518, 5522, 5554, 5633, 5718, 5736, 5807, 5899, 6030, 6268, 6312, 6356, 6416, 6521, 6531, 6532, 6538, 6550, 6551, 6589, 6600, 6609, 6651, 6752, 6941, 6983, 7159, 7202, 7259, 7308, 7405, 7425, 7449, 7611, 7639, 7776, 7819, 7885, 7899, 8014, 8027, 8031, 8034, 8036, 8054, 8089, 8227, 8238, 8303, 8320, 8422, 8489, 8513, 8518, 8647, 8873, 9004, 9058, 9258, 9273, 9409, 9484, 9602, 9657, 9700, 9710, 9806, 9872, 9926, 9986, 10013, 10133, 10242, 10379, 10407, 10453, 10497, 10585, 10772, 10853, 10966, 11000, 11013, 11032, 11109, 11116, 11153, 11167, 11172, 11256, 11372, 11422, 11527, 11567, 11584, 11600, 11694, 11751, 11768, 11769, 11796, 11832, 12179, 12253, 12341, 12351, 12363, 12446, 12592, 12710, 12804, 12945, 12993, 13019, 13052, 13115, 13125, 13133, 13365, 13657, 13677, 13809, 13843, 13890, 13962, 14125, 14145, 14172, 14300, 14399, 14511, 14519, 14547, 14581, 14606, 14964, 14968, 15014, 15194, 15303, 15310, 15323, 15371, 15483, 15545, 15682, 15694, 15926, 15988, 16054, 16126, 16179, 16204, 16488, 16500, 16516, 16799, 16831, 16832, 16845, 16856, 16925, 16983, 17064, 17095, 17305, 17351, 17807, 17949, 18016, 18243, 18369, 18415, 18455, 18458, 18796, 18895, 19257, 19351, 19437, 19526, 19607, 19820, 20256, 20504, 20567, 20720, 20975, 21034, 21306, 21332, 21373, 21476, 21878, 22017, 22254, 22356, 22381, 22468]","[142, 1, 3, 824, 129, 122, 1, 219, 237, 2, 2, 1, 3, 37, 7, 14, 1471, 4, 1, 11, 3, 1218, 4, 1, 1, 60, 137, 1, 1, 3, 1, 6, 3, 201, 8, 45, 4, 6, 2, 34, 4, 32, 1880, 1, 3, 338, 8, 3, 1186, 7, 2, 2, 1, 1, 4, 27, 15, 3, 1, 3, 10, 1511, 6, 5, 4, 1, 2380, 22, 1125, 18, 45, 5, 8, 3061, 1, 1702, 2, 1, 144, 1, 565, 3, 4, 27, 1, 3, 5, 1, 1, 2, 18, 6, 2, 10, 4, 1, 1, 8, 1, 4, 1, 307, 27, 1, 18, 8, 2, 290, 1544, 80, 6472, 2, 7, 1, 1, 4, 5, 367, 3, 1, 1, 1736, 32, 2, 1, 3, 112, 10, 355, 100, 12, 1, 1702, 2, 3, 1240, 6, 1, 33, 9, 1, 80, 8, 18, 1450, 4, 48, 102, 1, 389, 1305, 6, 1, 54, 8, 242, 74, 10, 17, 11, 4, 1, 47, 8, 26, 2, 6, 2, 115, 1, 248, 13, 2, 3, 10, 8, 32, 6, 1, 51, 2, 1, 10, 11, 10, 29, 148, 2, 1, 75, 2, 121, 2067, 3, 67, 5, 1, 109, 4, 70, 5, 3, 90, 1, 2, 1, 2529, 1654, 5, 23, 2, 4, 79, 1606, 16, 2, 1, 1, 2, 139, 2, 10, 5, 1, 20, 21, 38, 13, 8, 1, 349, 1670, 502, 1, 1, 2, 1, 24, 2, 65, 1, 255, 7, 4, 1, 23, 541, 18, 4, 51, 1, 1, 5, 1624, 2, 2, 476, 2, 1, 1, 32, 19, 6, 10, 10, 3, 22, 219, 1, 10, 3, 2, 3, 2, 3, 1, 3, 3, 2, 699, 88, 2, 1, 35, 908, 1, 136, 1, 1, 178, 491, 31, 27, 1, 8, 1735, 1, 3, 2, 11, 6, 3, 316, 2, 2, 7, 2, 54, 24, 7, 3, 30, 3, 278, 37, 19, 133, 2, 2, 41, 39, 6, 182, 1912, 3, 2, 6, 4, 1, 1712, 35, 1, 1645, 4, 27, 16, 2, 2084, 36, 1]"
